BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,extraction_date
23,767955365,adventure-works\mary0,[6C E0],2,Marketing Specialist,1962-09-13,M,F,2009-01-12,false,46,43,true,90899830-127E-4876-85CA-7F6E03025281,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
24,72636981,adventure-works\jill0,[6D 10],2,Marketing Specialist,1979-06-18,M,F,2009-01-18,false,47,43,true,53575C58-FBA1-4C1A-B8FF-95E050B44393,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
25,519899904,adventure-works\james1,[78],1,Vice President of Production,1983-01-07,S,M,2009-02-03,true,64,52,true,D7314F24-2AF1-429C-9BBB-4038F45F3E6C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
26,277173473,adventure-works\peter0,[7A C0],2,Production Control Manager,1982-11-03,M,M,2008-12-01,true,43,41,true,69D5D162-E817-45E7-9DEC-5D9B8310E7B1,2014-12-26T09:17:08.637Z,2025-04-24T15:09:33.120Z
27,446466105,adventure-works\jo0,[7A D6],3,Production Supervisor - WC60,1956-10-08,S,F,2008-02-27,false,80,60,true,83FFAAC6-B895-481F-B897-14F965D4DA47,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
28,14417807,adventure-works\guy1,[7A D6 B0],4,Production Technician - WC60,1988-03-13,M,M,2006-06-30,false,21,30,true,AAE1D04A-C237-4974-B4D5-935247737718,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
29,948320468,adventure-works\mark1,[7A D6 D0],4,Production Technician - WC60,1979-09-25,S,M,2009-01-23,false,19,29,true,CDB2C6DF-93E5-4558-91C8-424D5E7C658B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
30,410742000,adventure-works\britta0,[7A D6 F0],4,Production Technician - WC60,1989-09-28,M,F,2009-01-29,false,14,27,true,FC12677F-42F8-4790-AD69-685088ED7E5F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
31,750246141,adventure-works\margie0,[7A D7 08],4,Production Technician - WC60,1986-05-20,M,F,2009-01-04,false,18,29,true,352D6E2F-655B-49A2-9FEC-EFD7D8CD0D30,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
32,330211482,adventure-works\rebecca0,[7A D7 18],4,Production Technician - WC60,1977-07-10,M,F,2008-12-29,false,23,31,true,BDADEB5C-A596-4DA1-88BA-842C7A0CC10F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
33,801758002,adventure-works\annik0,[7A D7 28],4,Production Technician - WC60,1976-12-26,M,M,2008-12-17,false,17,28,true,51FDE6AC-BD50-467C-90E5-10CA7310455C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
34,754372876,adventure-works\suchitra0,[7A D7 38],4,Production Technician - WC60,1987-06-10,M,F,2009-02-16,false,15,27,true,6ADBD932-0DA5-4F5C-AF67-8E3A53630896,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
35,999440576,adventure-works\brandon0,[7A D7 44],4,Production Technician - WC60,1977-01-10,M,M,2009-02-08,false,22,31,true,CA5D1935-44E2-4C45-93BB-809E59F56796,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
36,788456780,adventure-works\jose0,[7A D7 4C],4,Production Technician - WC60,1984-07-31,M,M,2009-02-10,false,20,30,true,9E912556-88BA-41EE-B946-CB84AB4C1102,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
37,442121106,adventure-works\chris2,[7A D7 54],4,Production Technician - WC60,1986-08-07,S,M,2009-03-07,false,16,28,true,77B384C7-AFFB-4816-992B-F5B3034EE4FF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
38,6298838,adventure-works\kim1,[7A D7 5C],4,Production Technician - WC60,1966-12-14,M,F,2010-01-16,false,24,32,true,891C27F4-28CC-44BB-BEA3-DA5EA7FBE957,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
39,461786517,adventure-works\ed0,[7A D7 64],4,Production Technician - WC60,1971-09-11,S,M,2010-02-05,false,25,32,true,8EF22FB3-AF37-4B44-8862-D60A7CB09D82,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
40,309738752,adventure-works\jolynn0,[7A DA],3,Production Supervisor - WC60,1956-01-16,S,F,2007-12-26,false,82,61,true,2CC71B96-F421-485E-9832-8723337749BB,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
41,458159238,adventure-works\bryan0,[7A DA B0],4,Production Technician - WC60,1973-08-27,S,M,2009-01-21,false,35,37,true,4652D4E4-6A27-47ED-9F51-C377E293DA28,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
42,339712426,adventure-works\james0,[7A DA D0],4,Production Technician - WC60,1984-07-25,M,M,2008-12-27,false,39,39,true,82E52D5A-165B-4C6D-9773-C3A6B6332ECD,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
43,693325305,adventure-works\nancy0,[7A DA F0],4,Production Technician - WC60,1988-11-19,M,F,2009-01-02,false,34,37,true,6B7EB306-9A00-496A-98A9-4E94FE72F77C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
44,276751903,adventure-works\simon0,[7A DB 08],4,Production Technician - WC60,1990-05-17,S,M,2008-12-08,false,38,39,true,F734D38A-56B5-471E-8DED-A682E958A9B3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
45,500412746,adventure-works\thomas0,[7A DB 18],4,Production Technician - WC60,1986-01-10,M,M,2009-02-26,false,37,38,true,8FF3AF67-32F2-4A08-98C3-A40F842D41A3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
46,66073987,adventure-works\eugene1,[7A DB 28],4,Production Technician - WC60,1976-02-10,S,M,2009-02-08,false,36,38,true,33543B35-77DA-4600-A41B-1EAFEA0AD643,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
47,33237992,adventure-works\andrew0,[7A DE],3,Production Supervisor - WC10,1988-09-06,S,M,2009-02-22,false,65,52,true,08365B05-C143-4260-A93C-6B69418B1946,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
48,690627818,adventure-works\ruth0,[7A DE B0],4,Production Technician - WC10,1956-06-04,M,F,2008-01-06,false,83,61,true,3E3B6905-209E-442E-B8A8-9A0980241C6A,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
49,912265825,adventure-works\barry0,[7A DE D0],4,Production Technician - WC10,1956-03-26,S,M,2008-01-07,false,88,64,true,756A60AE-378F-43D8-9F93-1E821D1EAF52,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
50,844973625,adventure-works\sidney0,[7A DE F0],4,Production Technician - WC10,1956-08-30,M,M,2008-02-02,false,84,62,true,40D603D9-7F99-48B7-A580-B17CF429BED2,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
51,132674823,adventure-works\jeffrey0,[7A DF 08],4,Production Technician - WC10,1956-07-11,S,M,2008-02-20,false,85,62,true,6E086F41-B81D-4BDC-9F13-0EEC488DC43E,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
52,565090917,adventure-works\doris0,[7A DF 18],4,Production Technician - WC10,1956-04-04,M,F,2008-03-10,false,86,63,true,692B8826-03B4-4C3B-82FC-1FC6F1409689,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
53,9659517,adventure-works\diane0,[7A DF 28],4,Production Technician - WC10,1956-03-29,M,F,2008-03-28,false,87,63,true,C334B2D2-0C56-4906-9095-F1D07A98CBEC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
54,109272464,adventure-works\bonnie0,[7A DF 38],4,Production Technician - WC10,1986-09-10,M,F,2010-01-01,false,89,64,true,E950A52A-DF61-4FEC-9063-545664D65B89,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
55,233069302,adventure-works\taylor0,[7A E1],3,Production Supervisor - WC50,1956-04-01,M,M,2008-02-08,false,79,59,true,28F7EF89-2793-4989-B67D-25046543C1E3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
56,652535724,adventure-works\denise0,[7A E1 58],4,Production Technician - WC50,1988-07-06,M,F,2009-02-05,false,9,24,true,77878C43-F16E-437D-892F-3CFCC0715A0A,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
57,10708100,adventure-works\frank1,[7A E1 68],4,Production Technician - WC50,1971-07-24,S,M,2009-02-23,false,10,25,true,B395CD84-77BA-4D3C-A49D-D9E8D6CF100B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
58,571658797,adventure-works\kendall0,[7A E1 78],4,Production Technician - WC50,1986-05-30,M,M,2008-12-05,false,11,25,true,65207627-5521-4A8E-AD3C-B2F1B5226B85,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
59,843479922,adventure-works\bob0,[7A E1 84],4,Production Technician - WC50,1979-08-16,S,M,2008-12-24,false,12,26,true,68616AEA-81E5-4940-A7E4-6FBA882BCCF6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
60,827686041,adventure-works\pete0,[7A E1 8C],4,Production Technician - WC50,1977-02-03,S,M,2009-01-11,false,13,26,true,1F1D813D-3EDC-4274-8E9B-4519D71685B6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
61,92096924,adventure-works\diane2,[7A E1 94],4,Production Technician - WC50,1989-08-09,S,F,2009-01-18,false,8,24,true,721A2921-C415-46DE-9111-13F25F428B8B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
62,494170342,adventure-works\john0,[7A E3],3,Production Supervisor - WC60,1956-08-07,M,M,2008-03-17,false,81,60,true,D4ED1F78-7C28-479B-BFEF-A73228BA2AAA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
63,414476027,adventure-works\maciej0,[7A E3 58],4,Production Technician - WC60,1955-01-30,S,M,2010-01-29,false,30,35,true,3229D93F-6A14-4BAC-ABC5-A91B9ECFB4D3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
64,582347317,adventure-works\michael7,[7A E3 68],4,Production Technician - WC60,1973-09-05,S,M,2010-02-23,false,26,33,true,492B24BD-BDE9-4371-B96E-CCD72264B91F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
65,8066363,adventure-works\randy0,[7A E3 78],4,Production Technician - WC60,1970-04-28,M,M,2010-02-23,false,29,34,true,9A08108D-E039-4862-8F93-55F18017AD72,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
66,834186596,adventure-works\karan0,[7A E3 84],4,Production Technician - WC60,1970-03-07,S,M,2009-12-22,false,28,34,true,08B1BA74-DD80-4FDA-8327-93268B84977B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
67,63179277,adventure-works\jay0,[7A E3 8C],4,Production Technician - WC60,1976-02-11,S,M,2009-03-05,false,32,36,true,18187809-5294-474F-85A1-D5BE6BD518D6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
68,537092325,adventure-works\charles0,[7A E3 94],4,Production Technician - WC60,1971-09-02,S,M,2009-12-03,false,27,33,true,CDC11292-DF74-4FB0-8676-5B2AA4687142,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
69,752513276,adventure-works\steve0,[7A E3 9C],4,Production Technician - WC60,1991-04-06,S,M,2009-02-15,false,31,35,true,12F678D7-EAD3-4CF4-8518-A19AACF2A6D4,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
70,36151748,adventure-works\david2,[7A E3 A2],4,Production Technician - WC60,1984-12-29,M,M,2008-12-15,false,33,36,true,FC617BB8-D2A3-4374-873C-8EF38D80127D,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
71,578935259,adventure-works\michael3,[7A E5],3,Production Supervisor - WC30,1989-01-29,S,M,2009-02-15,false,70,55,true,1AD772D7-7B4A-4A7B-8676-49DD7608CB94,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
72,443968955,adventure-works\steven0,[7A E5 58],4,Production Technician - WC30,1977-05-14,M,M,2008-12-01,false,41,40,true,0A8937C9-68AA-4D48-BA4E-B40493D764AA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
73,138280935,adventure-works\carole0,[7A E5 68],4,Production Technician - WC30,1983-10-19,M,F,2008-12-19,false,42,41,true,C76A41F1-A390-4AE4-A82A-2A87764C6391,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
74,420023788,adventure-works\bjorn0,[7A E5 78],4,Production Technician - WC30,1989-11-06,S,M,2009-01-07,false,43,41,true,A942E1E0-2D5E-4858-97C0-947020E96860,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
75,363996959,adventure-works\michiko0,[7A E5 84],4,Production Technician - WC30,1982-06-27,S,M,2009-01-26,false,44,42,true,F359F5B6-5E18-4C62-8531-14D951911CE5,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
76,227319668,adventure-works\carol0,[7A E5 8C],4,Production Technician - WC30,1988-10-17,M,F,2009-02-12,false,45,42,true,8D0182A3-5B59-4EEA-9B3C-C7F05DA9A2CE,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
77,301435199,adventure-works\merav0,[7A E5 94],4,Production Technician - WC30,1983-05-13,M,F,2009-03-03,false,46,43,true,2EE7914A-62D3-473B-A0E1-E4E55341EC4E,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
78,370989364,adventure-works\reuben0,[7A E7],3,Production Supervisor - WC40,1987-08-27,M,M,2008-12-15,false,72,56,true,71EEE2A6-B9B3-4BF4-8949-01239DF7C901,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
79,697712387,adventure-works\eric1,[7A E7 58],4,Production Technician - WC40,1966-12-08,M,M,2010-01-24,false,60,50,true,55F62E38-9457-46C8-A824-E46A3117A935,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
80,943170460,adventure-works\sandeep0,[7A E7 68],4,Production Technician - WC40,1970-12-03,S,M,2010-01-17,false,65,52,true,606C21E2-3EC0-48A6-A9FE-6BC8123AC786,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
81,413787783,adventure-works\mihail0,[7A E7 78],4,Production Technician - WC40,1971-03-09,S,M,2009-12-29,false,64,52,true,03A9BA14-0D5B-4671-B851-2C1721EFBF01,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
82,58791499,adventure-works\jack1,[7A E7 84],4,Production Technician - WC40,1973-08-29,S,M,2010-03-03,false,62,51,true,D308D387-F7F3-4B5F-ABDA-FAF5574245CD,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
83,988315686,adventure-works\patrick1,[7A E7 8C],4,Production Technician - WC40,1973-12-23,M,M,2010-02-12,false,61,50,true,296C52AE-169F-4292-975D-C508476DCECF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
84,947029962,adventure-works\frank3,[7A E7 94],4,Production Technician - WC40,1952-03-02,M,M,2010-02-05,false,66,53,true,9AF24ACC-EA3E-4EFE-B5E3-4762C496D57C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
85,1662732,adventure-works\brian2,[7A E7 9C],4,Production Technician - WC40,1970-12-23,S,M,2009-12-11,false,63,51,true,C294F676-CAAF-4924-9730-BC81AE408BE1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
86,769680433,adventure-works\ryan0,[7A E7 A2],4,Production Technician - WC40,1972-06-13,M,M,2009-01-05,false,59,49,true,10E5BD6F-2B9C-4192-A94D-6A2D50EA1ADB,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
87,7201901,adventure-works\cristian0,[7A E8 80],3,Production Supervisor - WC10,1984-04-11,M,M,2008-12-22,false,67,53,true,5BE16416-8570-417D-9E54-047DB468B5E9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
88,294148271,adventure-works\betsy0,[7A E8 AC],4,Production Technician - WC10,1966-12-17,S,F,2009-12-18,false,99,69,true,EBCDBA1C-6C1D-4D36-90F7-1893755C85E3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
89,90888098,adventure-works\patrick0,[7A E8 B4],4,Production Technician - WC10,1986-09-10,S,M,2010-02-01,false,96,68,true,D5FBE9E6-B8C5-484C-B4B8-48059E0EF267,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
90,82638150,adventure-works\danielle0,[7A E8 BC],4,Production Technician - WC10,1986-09-07,S,F,2010-02-20,false,97,68,true,BB886159-1400-4264-B7C9-A3769BEB1274,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
91,390124815,adventure-works\kimberly0,[7A E8 C2],4,Production Technician - WC10,1986-09-13,S,F,2010-01-12,false,95,67,true,CE256B6C-1EEE-43ED-9969-7CAC480FF4D7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
92,826454897,adventure-works\tom0,[7A E8 C6],4,Production Technician - WC10,1986-10-01,M,M,2010-03-10,false,98,69,true,B3BF7FC5-2014-48CE-B7BB-76124FA8446C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
93,778552911,adventure-works\kok-ho0,[7A E9 80],3,Production Supervisor - WC50,1980-04-28,S,M,2008-12-27,false,78,59,true,57FB2C0F-B105-49F0-967A-88F3D743CB3F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
94,718299860,adventure-works\russell0,[7A E9 AC],4,Production Technician - WC50,1972-11-25,M,M,2008-12-12,false,6,23,true,6B10192F-D570-47C4-82C9-3D979B1EFDC1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
95,674171828,adventure-works\jim0,[7A E9 B4],4,Production Technician - WC50,1986-09-08,M,M,2008-12-19,false,1,20,true,6175876E-8FCC-4917-BE06-FC358515E6DF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
96,912141525,adventure-works\elizabeth0,[7A E9 BC],4,Production Technician - WC50,1990-01-25,M,F,2009-03-02,false,5,22,true,62A9F73F-6443-4F2F-B864-18186614BFB6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
97,370581729,adventure-works\mandar0,[7A E9 C2],4,Production Technician - WC50,1986-03-21,S,M,2009-02-10,false,0,20,true,1F0E068A-48C5-40BF-8190-565150EFDADD,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
98,152085091,adventure-works\sameer0,[7A E9 C6],4,Production Technician - WC50,1978-06-26,M,M,2009-02-11,false,4,22,true,A703169F-1563-488E-914D-D784FD07F29A,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
99,431859843,adventure-works\nuan0,[7A E9 CA],4,Production Technician - WC50,1979-03-29,S,M,2009-01-06,false,2,21,true,A6089357-2F2F-48CC-AB3C-D9B75A3C09D7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
100,204035155,adventure-works\lolan0,[7A E9 CE],4,Production Technician - WC50,1973-01-24,M,M,2009-01-12,false,7,23,true,9B9B768D-7CC1-4DCE-87CB-765AB73A6AFF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
101,153288994,adventure-works\houman0,[7A E9 D1],4,Production Technician - WC50,1971-08-30,M,M,2009-01-25,false,3,21,true,9CE8B2E8-9944-4BA5-97DE-441D8314F161,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
102,360868122,adventure-works\zheng0,[7A EA 80],3,Production Supervisor - WC10,1983-10-26,S,M,2008-12-03,false,66,53,true,C75F2740-ACE3-4EBF-91C5-7AB352E1095F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
103,455563743,adventure-works\ebru0,[7A EA AC],4,Production Technician - WC10,1986-09-22,S,M,2009-12-06,false,93,66,true,6C25A32B-88B5-4F84-A129-F7F688DFA588,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
104,717889520,adventure-works\mary1,[7A EA B4],4,Production Technician - WC10,1986-09-19,M,F,2009-12-25,false,94,67,true,6DC9F7D0-5664-4E4A-90F5-7AB85EBB02E6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
105,801365500,adventure-works\kevin2,[7A EA BC],4,Production Technician - WC10,1986-09-19,S,M,2009-12-25,false,90,65,true,8B21E53D-E705-479A-B32E-6E63AC2F4BCD,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
106,561196580,adventure-works\john4,[7A EA C2],4,Production Technician - WC10,1986-09-28,S,M,2010-02-27,false,92,66,true,D4CF23D9-21B6-45E4-827C-22890DF0373B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
107,393421437,adventure-works\christopher0,[7A EA C6],4,Production Technician - WC10,1986-10-01,M,M,2010-02-08,false,91,65,true,F71C6055-557B-4660-86FF-8C0FA14B24E6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
108,630184120,adventure-works\jinghao0,[7A EB 80],3,Production Supervisor - WC50,1989-02-05,S,M,2008-12-08,false,77,58,true,2BCA07D3-F2AC-4406-904F-E09156F3EB3E,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
109,113695504,adventure-works\alice0,[7A EB AC],4,Production Technician - WC50,1978-01-26,M,F,2008-12-07,false,95,67,true,7E632B21-0D11-4BBA-8A68-8CAE14C20AE6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
110,857651804,adventure-works\jun0,[7A EB B4],4,Production Technician - WC50,1979-07-06,S,M,2008-12-14,false,90,65,true,9C5F84D1-FB96-4D82-92A1-F932903DEAAD,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
111,415823523,adventure-works\suroor0,[7A EB BC],4,Production Technician - WC50,1978-02-25,S,M,2008-12-17,false,93,66,true,14010B0E-C101-4E41-B788-21923399E512,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
